Perioden;Benzine;Diesel;Lpg
2021 vrijdag 2 juli;1,823;1,464;0,741
2021 zaterdag 3 juli;1,822;1,464;0,739
2021 zondag 4 juli;1,822;1,464;0,736
2021 maandag 5 juli;1,828;1,47;0,737
2021 dinsdag 6 juli;1,831;1,47;0,742
2021 woensdag 7 juli;1,836;1,471;0,746
2021 donderdag 8 juli;1,839;1,473;0,746
2021 vrijdag 9 juli;1,836;1,467;0,75
2021 zaterdag 10 juli;1,833;1,462;0,741
2021 zondag 11 juli;1,834;1,463;0,746
2021 maandag 12 juli;1,836;1,467;0,746
2021 dinsdag 13 juli;1,836;1,464;0,749
2021 woensdag 14 juli;1,839;1,462;0,754
2021 donderdag 15 juli;1,842;1,468;0,759
2021 vrijdag 16 juli;1,839;1,465;0,757
2021 zaterdag 17 juli;1,836;1,459;0,764
2021 zondag 18 juli;1,837;1,46;0,755
2021 maandag 19 juli;1,84;1,464;0,747
2021 dinsdag 20 juli;1,839;1,461;0,758
2021 woensdag 21 juli;1,829;1,457;0,757
2021 donderdag 22 juli;1,827;1,457;0,753
2021 vrijdag 23 juli;1,825;1,458;0,765
2021 zaterdag 24 juli;1,826;1,456;0,749
2021 zondag 25 juli;1,828;1,457;0,756
2021 maandag 26 juli;1,829;1,461;0,759
2021 dinsdag 27 juli;1,829;1,461;0,754
2021 woensdag 28 juli;1,832;1,459;0,756
2021 donderdag 29 juli;1,836;1,461;0,756
2021 vrijdag 30 juli;1,837;1,461;0,766
2021 zaterdag 31 juli;1,839;1,463;0,758
2021 zondag 1 augustus;1,838;1,463;0,751
2021 maandag 2 augustus;1,844;1,468;0,765
2021 dinsdag 3 augustus;1,841;1,468;0,758
2021 woensdag 4 augustus;1,839;1,467;0,766
2021 donderdag 5 augustus;1,841;1,466;0,765
2021 vrijdag 6 augustus;1,84;1,463;0,764
2021 zaterdag 7 augustus;1,839;1,458;0,759
2021 zondag 8 augustus;1,841;1,46;0,745
2021 maandag 9 augustus;1,843;1,461;0,763
2021 dinsdag 10 augustus;1,838;1,456;0,758
2021 woensdag 11 augustus;1,833;1,452;0,759
2021 donderdag 12 augustus;1,835;1,451;0,747
2021 vrijdag 13 augustus;1,836;1,454;0,768
2021 zaterdag 14 augustus;1,838;1,454;0,748
2021 zondag 15 augustus;1,839;1,455;0,761
2021 maandag 16 augustus;1,841;1,458;0,756
2021 dinsdag 17 augustus;1,84;1,458;0,763
2021 woensdag 18 augustus;1,838;1,455;0,754
2021 donderdag 19 augustus;1,836;1,456;0,753
2021 vrijdag 20 augustus;1,832;1,453;0,765
2021 zaterdag 21 augustus;1,828;1,447;0,763
2021 zondag 22 augustus;1,829;1,447;0,753
2021 maandag 23 augustus;1,83;1,45;0,756
2021 dinsdag 24 augustus;1,827;1,45;0,755
2021 woensdag 25 augustus;1,825;1,448;0,764
2021 donderdag 26 augustus;1,831;1,455;0,748
2021 vrijdag 27 augustus;1,833;1,457;0,759
2021 zaterdag 28 augustus;1,836;1,461;0,753
2021 zondag 29 augustus;1,837;1,459;0,754
2021 maandag 30 augustus;1,84;1,465;0,772
2021 dinsdag 31 augustus;1,841;1,468;0,762
2021 woensdag 1 september;1,841;1,466;0,764
2021 donderdag 2 september;1,843;1,468;0,766
2021 vrijdag 3 september;1,84;1,467;0,776
2021 zaterdag 4 september;1,842;1,47;0,78
2021 zondag 5 september;1,841;1,472;0,778
2021 maandag 6 september;1,845;1,476;0,775
2021 dinsdag 7 september;1,846;1,477;0,782
2021 woensdag 8 september;1,847;1,477;0,773
2021 donderdag 9 september;1,85;1,478;0,774
2021 vrijdag 10 september;1,849;1,478;0,777
2021 zaterdag 11 september;1,845;1,474;0,788
2021 zondag 12 september;1,847;1,475;0,784
2021 maandag 13 september;1,85;1,479;0,778
2021 dinsdag 14 september;1,854;1,481;0,792
2021 woensdag 15 september;1,854;1,484;0,785
2021 donderdag 16 september;1,856;1,488;0,796
2021 vrijdag 17 september;1,86;1,494;0,799
2021 zaterdag 18 september;1,857;1,496;0,795
2021 zondag 19 september;1,86;1,497;0,787
2021 maandag 20 september;1,859;1,499;0,807
2021 dinsdag 21 september;1,857;1,498;0,806
2021 woensdag 22 september;1,853;1,499;0,804
2021 donderdag 23 september;1,853;1,501;0,81
2021 vrijdag 24 september;1,85;1,501;0,814
2021 zaterdag 25 september;1,852;1,504;0,806
2021 zondag 26 september;1,854;1,504;0,804
2021 maandag 27 september;1,856;1,509;0,807
2021 dinsdag 28 september;1,859;1,514;0,81
2021 woensdag 29 september;1,862;1,522;0,826
2021 donderdag 30 september;1,869;1,532;0,826
2021 vrijdag 1 oktober;1,874;1,539;0,824
2021 zaterdag 2 oktober;1,882;1,544;0,828
2021 zondag 3 oktober;1,883;1,546;0,83
2021 maandag 4 oktober;1,891;1,554;0,841
2021 dinsdag 5 oktober;1,899;1,561;0,841
2021 woensdag 6 oktober;1,909;1,573;0,85
2021 donderdag 7 oktober;1,92;1,585;0,854
2021 vrijdag 8 oktober;1,923;1,589;0,864
2021 zaterdag 9 oktober;1,931;1,59;0,869
2021 zondag 10 oktober;1,931;1,591;0,87
2021 maandag 11 oktober;1,935;1,595;0,866
2021 dinsdag 12 oktober;1,937;1,602;0,867
2021 woensdag 13 oktober;1,938;1,605;0,873
2021 donderdag 14 oktober;1,942;1,611;0,889
2021 vrijdag 15 oktober;1,947;1,615;0,883
2021 zaterdag 16 oktober;1,954;1,623;0,907
2021 zondag 17 oktober;1,957;1,625;0,902
2021 maandag 18 oktober;1,959;1,628;0,915
2021 dinsdag 19 oktober;1,963;1,632;0,915
2021 woensdag 20 oktober;1,963;1,635;0,912
2021 donderdag 21 oktober;1,965;1,637;0,909
2021 vrijdag 22 oktober;1,964;1,636;0,931
2021 zaterdag 23 oktober;1,962;1,633;0,91
2021 zondag 24 oktober;1,961;1,632;0,924
2021 maandag 25 oktober;1,966;1,637;0,922
2021 dinsdag 26 oktober;1,971;1,639;0,933
2021 woensdag 27 oktober;1,973;1,639;0,923
2021 donderdag 28 oktober;1,976;1,641;0,93
2021 vrijdag 29 oktober;1,974;1,638;0,925
2021 zaterdag 30 oktober;1,972;1,631;0,926
2021 zondag 31 oktober;1,976;1,635;0,925
2021 maandag 1 november;1,978;1,64;0,935
2021 dinsdag 2 november;1,982;1,638;0,924
2021 woensdag 3 november;1,986;1,638;0,936
2021 donderdag 4 november;1,988;1,637;0,945
2021 vrijdag 5 november;1,99;1,637;0,941
2021 zaterdag 6 november;1,988;1,634;0,926
2021 zondag 7 november;1,989;1,633;0,93
2021 maandag 8 november;1,992;1,639;0,935
2021 dinsdag 9 november;1,993;1,637;0,93
2021 woensdag 10 november;1,997;1,636;0,927
2021 donderdag 11 november;2,003;1,641;0,934
2021 vrijdag 12 november;2,006;1,641;0,936
2021 zaterdag 13 november;2,007;1,637;0,939
2021 zondag 14 november;2,007;1,637;0,923
2021 maandag 15 november;2,011;1,642;0,93
2021 dinsdag 16 november;2,011;1,641;0,941
2021 woensdag 17 november;2,017;1,642;0,932
2021 donderdag 18 november;2,021;1,645;0,942
2021 vrijdag 19 november;2,023;1,645;0,94
2021 zaterdag 20 november;2,015;1,641;0,945
2021 zondag 21 november;2,015;1,643;0,955
2021 maandag 22 november;2,019;1,646;0,94
2021 dinsdag 23 november;2,018;1,641;0,944
2021 woensdag 24 november;2,014;1,639;0,945
2021 donderdag 25 november;2,012;1,638;0,95
2021 vrijdag 26 november;2,01;1,637;0,933
2021 zaterdag 27 november;2,004;1,63;0,933
2021 zondag 28 november;2,006;1,631;0,939
2021 maandag 29 november;2,007;1,634;0,938
2021 dinsdag 30 november;2,001;1,629;0,937
2021 woensdag 1 december;1,994;1,622;0,936
2021 donderdag 2 december;1,989;1,615;0,942
2021 vrijdag 3 december;1,981;1,61;0,93
2021 zaterdag 4 december;1,975;1,601;0,946
2021 zondag 5 december;1,974;1,602;0,928
2021 maandag 6 december;1,979;1,607;0,931
2021 dinsdag 7 december;1,977;1,604;0,911
2021 woensdag 8 december;1,974;1,605;0,922
2021 donderdag 9 december;1,976;1,605;0,934
2021 vrijdag 10 december;1,974;1,604;0,924
2021 zaterdag 11 december;1,973;1,601;0,926
2021 zondag 12 december;1,973;1,601;0,928
2021 maandag 13 december;1,975;1,606;0,922
2021 dinsdag 14 december;1,975;1,605;0,922
2021 woensdag 15 december;1,968;1,604;0,934
2021 donderdag 16 december;1,968;1,601;0,941
2021 vrijdag 17 december;1,967;1,601;0,92
2021 zaterdag 18 december;1,959;1,594;0,923
2021 zondag 19 december;1,96;1,596;0,917
2021 maandag 20 december;1,963;1,597;0,938
2021 dinsdag 21 december;1,957;1,593;0,923
2021 woensdag 22 december;1,952;1,588;0,926
2021 donderdag 23 december;1,953;1,589;0,935
2021 vrijdag 24 december;1,954;1,589;0,938
2021 zaterdag 25 december;1,954;1,591;0,95
2021 zondag 26 december;1,956;1,59;0,925
2021 maandag 27 december;1,958;1,595;0,909
2021 dinsdag 28 december;1,958;1,594;0,935
2021 woensdag 29 december;1,961;1,597;0,927
2021 donderdag 30 december;1,97;1,606;0,929
2021 vrijdag 31 december;1,976;1,612;0,934
2022 zaterdag 1 januari;1,974;1,613;0,912
2022 zondag 2 januari;1,975;1,615;0,91
2022 maandag 3 januari;1,976;1,62;0,915
2022 dinsdag 4 januari;1,977;1,62;0,911
2022 woensdag 5 januari;1,977;1,622;0,904
2022 donderdag 6 januari;1,98;1,629;0,906
2022 vrijdag 7 januari;1,98;1,638;0,911
2022 zaterdag 8 januari;1,977;1,638;0,912
2022 zondag 9 januari;1,979;1,64;0,914
2022 maandag 10 januari;1,979;1,645;0,905
2022 dinsdag 11 januari;1,976;1,646;0,91
2022 woensdag 12 januari;1,973;1,644;0,909
2022 donderdag 13 januari;1,978;1,65;0,915
2022 vrijdag 14 januari;1,978;1,657;0,906
2022 zaterdag 15 januari;1,981;1,661;0,908
2022 zondag 16 januari;1,983;1,664;0,911
2022 maandag 17 januari;1,985;1,666;0,904
2022 dinsdag 18 januari;1,994;1,674;0,911
2022 woensdag 19 januari;1,996;1,681;0,917
2022 donderdag 20 januari;2,003;1,692;0,913
2022 vrijdag 21 januari;2,003;1,698;0,909
2022 zaterdag 22 januari;2,001;1,694;0,904
2022 zondag 23 januari;2,002;1,696;0,909
2022 maandag 24 januari;2,002;1,698;0,916
2022 dinsdag 25 januari;2,003;1,698;0,909
2022 woensdag 26 januari;1,997;1,694;0,908
2022 donderdag 27 januari;2;1,698;0,904
2022 vrijdag 28 januari;2,003;1,705;0,917
2022 zaterdag 29 januari;2,006;1,71;0,914
2022 zondag 30 januari;2,007;1,712;0,918
2022 maandag 31 januari;2,01;1,716;0,921
2022 dinsdag 1 februari;2,015;1,717;0,922
2022 woensdag 2 februari;2,014;1,715;0,912
2022 donderdag 3 februari;2,015;1,714;0,912
2022 vrijdag 4 februari;2,016;1,714;0,916
2022 zaterdag 5 februari;2,021;1,72;0,916
2022 zondag 6 februari;2,023;1,722;0,909
2022 maandag 7 februari;2,028;1,729;0,914
2022 dinsdag 8 februari;2,036;1,738;0,914
2022 woensdag 9 februari;2,034;1,739;0,915
2022 donderdag 10 februari;2,037;1,741;0,909
2022 vrijdag 11 februari;2,04;1,742;0,922
2022 zaterdag 12 februari;2,043;1,742;0,92
2022 zondag 13 februari;2,043;1,742;0,909
2022 maandag 14 februari;2,048;1,748;0,914
2022 dinsdag 15 februari;2,055;1,75;0,913
2022 woensdag 16 februari;2,056;1,75;0,913
2022 donderdag 17 februari;2,057;1,751;0,918
2022 vrijdag 18 februari;2,057;1,749;0,913
2022 zaterdag 19 februari;2,053;1,741;0,919
2022 zondag 20 februari;2,055;1,745;0,914
2022 maandag 21 februari;2,055;1,746;0,916
2022 dinsdag 22 februari;2,055;1,743;0,911
2022 woensdag 23 februari;2,061;1,75;0,916
2022 donderdag 24 februari;2,065;1,753;0,924
2022 vrijdag 25 februari;2,088;1,776;0,93
2022 zaterdag 26 februari;2,097;1,783;0,93
2022 zondag 27 februari;2,096;1,784;0,939
2022 maandag 28 februari;2,099;1,788;0,935
2022 dinsdag 1 maart;2,109;1,798;0,938
2022 woensdag 2 maart;2,123;1,819;0,953
2022 donderdag 3 maart;2,15;1,854;0,972
2022 vrijdag 4 maart;2,184;1,906;0,989
2022 zaterdag 5 maart;2,22;1,947;1,014
2022 zondag 6 maart;2,225;1,953;1,012
2022 maandag 7 maart;2,236;1,972;1,021
2022 dinsdag 8 maart;2,319;2,082;1,042
2022 woensdag 9 maart;2,368;2,229;1,077
2022 donderdag 10 maart;2,383;2,277;1,091
2022 vrijdag 11 maart;2,362;2,253;1,097
2022 zaterdag 12 maart;2,339;2,221;1,091
2022 zondag 13 maart;2,338;2,218;1,098
2022 maandag 14 maart;2,336;2,22;1,096
2022 dinsdag 15 maart;2,325;2,198;1,104
2022 woensdag 16 maart;2,311;2,179;1,109
2022 donderdag 17 maart;2,306;2,17;1,111
2022 vrijdag 18 maart;2,294;2,161;1,114
2022 zaterdag 19 maart;2,284;2,146;1,114
2022 zondag 20 maart;2,282;2,148;1,112
2022 maandag 21 maart;2,288;2,152;1,114
2022 dinsdag 22 maart;2,296;2,152;1,129
2022 woensdag 23 maart;2,299;2,154;1,136
2022 donderdag 24 maart;2,308;2,166;1,14
2022 vrijdag 25 maart;2,32;2,18;1,148
2022 zaterdag 26 maart;2,326;2,182;1,147
2022 zondag 27 maart;2,326;2,183;1,144
2022 maandag 28 maart;2,331;2,187;1,154
2022 dinsdag 29 maart;2,333;2,186;1,164
2022 woensdag 30 maart;2,331;2,179;1,171
2022 donderdag 31 maart;2,331;2,179;1,174
2022 vrijdag 1 april;2,119;2,041;1,126
2022 zaterdag 2 april;2,11;2,031;1,119
2022 zondag 3 april;2,11;2,033;1,124
2022 maandag 4 april;2,112;2,036;1,121
2022 dinsdag 5 april;2,109;2,033;1,125
2022 woensdag 6 april;2,102;2,025;1,116
2022 donderdag 7 april;2,102;2,024;1,12
2022 vrijdag 8 april;2,093;2,016;1,12
2022 zaterdag 9 april;2,084;2,001;1,12
2022 zondag 10 april;2,084;2,001;1,114
2022 maandag 11 april;2,085;2,003;1,119
2022 dinsdag 12 april;2,078;1,989;1,111
2022 woensdag 13 april;2,071;1,98;1,101
2022 donderdag 14 april;2,07;1,978;1,115
2022 vrijdag 15 april;2,071;1,98;1,099
2022 zaterdag 16 april;2,07;1,981;1,108
2022 zondag 17 april;2,072;1,982;1,099
2022 maandag 18 april;2,073;1,985;1,103
2022 dinsdag 19 april;2,074;1,985;1,1
2022 woensdag 20 april;2,079;1,988;1,099
2022 donderdag 21 april;2,084;1,992;1,105
2022 vrijdag 22 april;2,083;1,995;1,102
2022 zaterdag 23 april;2,083;1,993;1,098
2022 zondag 24 april;2,084;1,994;1,104
2022 maandag 25 april;2,088;1,997;1,094
2022 dinsdag 26 april;2,085;1,994;1,097
2022 woensdag 27 april;2,082;1,99;1,098
2022 donderdag 28 april;2,087;1,997;1,103
2022 vrijdag 29 april;2,095;2,003;1,099
2022 zaterdag 30 april;2,107;2,015;1,1
2022 zondag 1 mei;2,11;2,018;1,095
2022 maandag 2 mei;2,112;2,022;1,105
2022 dinsdag 3 mei;2,115;2,027;1,1
2022 woensdag 4 mei;2,12;2,039;1,099
2022 donderdag 5 mei;2,127;2,049;1,095
2022 vrijdag 6 mei;2,142;2,051;1,103
2022 zaterdag 7 mei;2,15;2,044;1,102
2022 zondag 8 mei;2,15;2,045;1,099
2022 maandag 9 mei;2,153;2,046;1,103
2022 dinsdag 10 mei;2,158;2,04;1,094
2022 woensdag 11 mei;2,154;2,024;1,091
2022 donderdag 12 mei;2,154;2,017;1,086
2022 vrijdag 13 mei;2,154;2;1,091
2022 zaterdag 14 mei;2,173;1,987;1,078
2022 zondag 15 mei;2,176;1,988;1,077
2022 maandag 16 mei;2,179;1,988;1,085
2022 dinsdag 17 mei;2,207;1,984;1,082
2022 woensdag 18 mei;2,228;1,981;1,069
2022 donderdag 19 mei;2,237;1,979;1,062
2022 vrijdag 20 mei;2,231;1,968;1,057
2022 zaterdag 21 mei;2,227;1,955;1,053
2022 zondag 22 mei;2,226;1,955;1,057
2022 maandag 23 mei;2,225;1,954;1,051
2022 dinsdag 24 mei;2,219;1,944;1,051
2022 woensdag 25 mei;2,214;1,939;1,051
2022 donderdag 26 mei;2,22;1,942;1,039
2022 vrijdag 27 mei;2,222;1,943;1,039
2022 zaterdag 28 mei;2,244;1,955;1,04
2022 zondag 29 mei;2,245;1,957;1,046
2022 maandag 30 mei;2,25;1,962;1,036
2022 dinsdag 31 mei;2,279;1,975;1,037
2022 woensdag 1 juni;2,311;2,012;1,039
2022 donderdag 2 juni;2,343;2,031;1,028
2022 vrijdag 3 juni;2,359;2,043;1,028
2022 zaterdag 4 juni;2,363;2,058;1,019
2022 zondag 5 juni;2,365;2,061;1,022
2022 maandag 6 juni;2,368;2,065;1,022
2022 dinsdag 7 juni;2,371;2,069;1,023
2022 woensdag 8 juni;2,372;2,104;1,03
2022 donderdag 9 juni;2,37;2,123;1,026
2022 vrijdag 10 juni;2,365;2,139;1,024
2022 zaterdag 11 juni;2,366;2,16;1,02
2022 zondag 12 juni;2,366;2,161;1,018
2022 maandag 13 juni;2,369;2,168;1,015
2022 dinsdag 14 juni;2,367;2,171;1,008
2022 woensdag 15 juni;2,365;2,173;1,005
2022 donderdag 16 juni;2,362;2,176;1,007
2022 vrijdag 17 juni;2,357;2,18;1,004
2022 zaterdag 18 juni;2,354;2,184;0,999
2022 zondag 19 juni;2,353;2,182;0,996
2022 maandag 20 juni;2,356;2,187;1,002
2022 dinsdag 21 juni;2,353;2,19;0,996
2022 woensdag 22 juni;2,35;2,191;0,997
2022 donderdag 23 juni;2,346;2,187;0,995
2022 vrijdag 24 juni;2,342;2,186;0,997
2022 zaterdag 25 juni;2,335;2,182;0,988
2022 zondag 26 juni;2,335;2,183;0,987
2022 maandag 27 juni;2,336;2,185;0,989
2022 dinsdag 28 juni;2,332;2,185;0,98
2022 woensdag 29 juni;2,326;2,178;0,972
2022 donderdag 30 juni;2,324;2,174;0,969
2022 vrijdag 1 juli;2,318;2,17;0,946
2022 zaterdag 2 juli;2,303;2,158;0,926
2022 zondag 3 juli;2,302;2,157;0,93
2022 maandag 4 juli;2,306;2,161;0,923
2022 dinsdag 5 juli;2,302;2,158;0,921
2022 woensdag 6 juli;2,292;2,151;0,919
2022 donderdag 7 juli;2,282;2,145;0,913
2022 vrijdag 8 juli;2,265;2,13;0,917
2022 zaterdag 9 juli;2,251;2,111;0,913
2022 zondag 10 juli;2,251;2,108;0,91
2022 maandag 11 juli;2,251;2,112;0,909
2022 dinsdag 12 juli;2,246;2,107;0,904
2022 woensdag 13 juli;2,235;2,095;0,902
2022 donderdag 14 juli;2,225;2,087;0,899
2022 vrijdag 15 juli;2,204;2,067;0,9
2022 zaterdag 16 juli;2,191;2,051;0,893
2022 zondag 17 juli;2,191;2,05;0,904
2022 maandag 18 juli;2,19;2,051;0,892
2022 dinsdag 19 juli;2,181;2,045;0,896
2022 woensdag 20 juli;2,174;2,036;0,89
2022 donderdag 21 juli;2,169;2,025;0,886
2022 vrijdag 22 juli;2,156;2,013;0,883
2022 zaterdag 23 juli;2,145;1,997;0,875
2022 zondag 24 juli;2,144;1,995;0,888
2022 maandag 25 juli;2,143;1,996;0,885
2022 dinsdag 26 juli;2,135;1,991;0,879
2022 woensdag 27 juli;2,127;1,986;0,874
2022 donderdag 28 juli;2,126;1,986;0,879
2022 vrijdag 29 juli;2,129;1,993;0,878
2022 zaterdag 30 juli;2,128;1,992;0,877
2022 zondag 31 juli;2,127;1,992;0,877
2022 maandag 1 augustus;2,131;1,997;0,875
2022 dinsdag 2 augustus;2,126;1,994;0,867
2022 woensdag 3 augustus;2,114;1,985;0,873
2022 donderdag 4 augustus;2,112;1,984;0,867
2022 vrijdag 5 augustus;2,103;1,982;0,867
2022 zaterdag 6 augustus;2,085;1,962;0,855
2022 zondag 7 augustus;2,087;1,966;0,857
2022 maandag 8 augustus;2,085;1,966;0,862
2022 dinsdag 9 augustus;2,072;1,952;0,865
2022 woensdag 10 augustus;2,063;1,944;0,858
2022 donderdag 11 augustus;2,06;1,939;0,846
2022 vrijdag 12 augustus;2,057;1,94;0,853
2022 zaterdag 13 augustus;2,058;1,937;0,836
2022 zondag 14 augustus;2,06;1,938;0,845
2022 maandag 15 augustus;2,061;1,942;0,841
2022 dinsdag 16 augustus;2,059;1,94;0,842
2022 woensdag 17 augustus;2,052;1,934;0,848
2022 donderdag 18 augustus;2,045;1,934;0,84
2022 vrijdag 19 augustus;2,041;1,935;0,839
2022 zaterdag 20 augustus;2,037;1,933;0,848
2022 zondag 21 augustus;2,038;1,936;0,838
2022 maandag 22 augustus;2,038;1,94;0,837
2022 dinsdag 23 augustus;2,042;1,949;0,839
2022 woensdag 24 augustus;2,043;1,959;0,836
2022 donderdag 25 augustus;2,05;1,981;0,843
2022 vrijdag 26 augustus;2,049;2,025;0,844
2022 zaterdag 27 augustus;2,047;2,048;0,844
2022 zondag 28 augustus;2,046;2,053;0,837
2022 maandag 29 augustus;2,048;2,061;0,838
2022 dinsdag 30 augustus;2,047;2,072;0,843
2022 woensdag 31 augustus;2,047;2,073;0,849
2022 donderdag 1 september;2,041;2,071;0,841
2022 vrijdag 2 september;2,024;2,058;0,843
2022 zaterdag 3 september;2,013;2,046;0,852
2022 zondag 4 september;2,012;2,045;0,845
2022 maandag 5 september;2,011;2,047;0,846
2022 dinsdag 6 september;2,009;2,05;0,843
2022 woensdag 7 september;2,007;2,048;0,843
2022 donderdag 8 september;2,007;2,048;0,842
2022 vrijdag 9 september;1,996;2,042;0,841
2022 zaterdag 10 september;1,986;2,033;0,846
2022 zondag 11 september;1,985;2,032;0,834
2022 maandag 12 september;1,988;2,037;0,841
2022 dinsdag 13 september;1,982;2,032;0,84
2022 woensdag 14 september;1,975;2,026;0,844
2022 donderdag 15 september;1,971;2,018;0,845
2022 vrijdag 16 september;1,964;2,002;0,842
2022 zaterdag 17 september;1,948;1,983;0,837
2022 zondag 18 september;1,948;1,983;0,84
2022 maandag 19 september;1,945;1,979;0,838
2022 dinsdag 20 september;1,935;1,961;0,841
2022 woensdag 21 september;1,931;1,953;0,843
2022 donderdag 22 september;1,935;1,952;0,842
2022 vrijdag 23 september;1,937;1,952;0,84
2022 zaterdag 24 september;1,927;1,941;0,845
2022 zondag 25 september;1,926;1,94;0,835
2022 maandag 26 september;1,928;1,943;0,842
2022 dinsdag 27 september;1,921;1,936;0,839
2022 woensdag 28 september;1,918;1,928;0,837
2022 donderdag 29 september;1,922;1,931;0,842
2022 vrijdag 30 september;1,932;1,945;0,835
2022 zaterdag 1 oktober;1,931;1,941;0,844
2022 zondag 2 oktober;1,931;1,94;0,84
2022 maandag 3 oktober;1,938;1,949;0,839
2022 dinsdag 4 oktober;1,941;1,951;0,837
2022 woensdag 5 oktober;1,946;1,959;0,834
2022 donderdag 6 oktober;1,95;1,98;0,836
2022 vrijdag 7 oktober;1,954;1,995;0,835
2022 zaterdag 8 oktober;1,966;2,03;0,838
2022 zondag 9 oktober;1,966;2,03;0,842
2022 maandag 10 oktober;1,972;2,042;0,84
2022 dinsdag 11 oktober;1,983;2,079;0,835
2022 woensdag 12 oktober;1,984;2,074;0,83
2022 donderdag 13 oktober;1,999;2,08;0,835
2022 vrijdag 14 oktober;2,018;2,104;0,837
2022 zaterdag 15 oktober;2,027;2,113;0,835
2022 zondag 16 oktober;2,029;2,115;0,831
2022 maandag 17 oktober;2,032;2,118;0,834
2022 dinsdag 18 oktober;2,034;2,123;0,831
2022 woensdag 19 oktober;2,033;2,132;0,838
2022 donderdag 20 oktober;2,03;2,138;0,831
2022 vrijdag 21 oktober;2,025;2,14;0,833
2022 zaterdag 22 oktober;2,022;2,135;0,83
2022 zondag 23 oktober;2,021;2,136;0,831
2022 maandag 24 oktober;2,024;2,14;0,836
2022 dinsdag 25 oktober;2,021;2,134;0,835
2022 woensdag 26 oktober;2,017;2,127;0,834
2022 donderdag 27 oktober;2,017;2,127;0,83
2022 vrijdag 28 oktober;2,013;2,126;0,827
2022 zaterdag 29 oktober;2,009;2,125;0,831
2022 zondag 30 oktober;2,009;2,126;0,826
2022 maandag 31 oktober;2,012;2,131;0,828
2022 dinsdag 1 november;2,012;2,131;0,83
2022 woensdag 2 november;2,009;2,123;0,828
2022 donderdag 3 november;2,012;2,111;0,827
2022 vrijdag 4 november;2,012;2,084;0,824
2022 zaterdag 5 november;2,022;2,07;0,834
2022 zondag 6 november;2,025;2,069;0,829
2022 maandag 7 november;2,029;2,072;0,823
2022 dinsdag 8 november;2,025;2,054;0,827
2022 woensdag 9 november;2,006;2,027;0,828
2022 donderdag 10 november;1,987;1,995;0,828
2022 vrijdag 11 november;1,961;1,958;0,828
2022 zaterdag 12 november;1,944;1,936;0,83
2022 zondag 13 november;1,943;1,934;0,825
2022 maandag 14 november;1,944;1,937;0,826
2022 dinsdag 15 november;1,929;1,915;0,824
2022 woensdag 16 november;1,908;1,891;0,831
2022 donderdag 17 november;1,894;1,879;0,826
2022 vrijdag 18 november;1,872;1,865;0,821
2022 zaterdag 19 november;1,851;1,843;0,828
2022 zondag 20 november;1,849;1,841;0,82
2022 maandag 21 november;1,85;1,844;0,827
2022 dinsdag 22 november;1,833;1,832;0,826
